sales_id,sale_date,mr_id,doctor_id,product_id,units_sold,revenue,territory
5299,2026-01-18,43,479,18,12,4280.04,Delhi
5300,2024-12-31,77,221,13,1,342.25,Mumbai
5301,2024-11-02,97,269,23,48,16607.04,Bangalore
5302,2026-02-23,44,436,6,86,23147.76,Mumbai
5303,2025-07-12,25,34,32,16,5188.16,Pune
5304,2024-08-24,68,148,19,50,9403.5,Mumbai
5305,2025-12-23,33,227,40,7,3330.46,Mumbai
5306,2024-06-11,4,150,5,15,6500.85,Chennai
5307,2026-02-26,73,493,18,22,7846.74,Pune
5308,2026-03-25,59,108,9,6,361.02,Chennai
5309,2024-09-19,68,464,44,43,15808.09,Pune
5310,2024-10-18,33,86,46,14,4992.68,Delhi
5311,2026-05-15,8,499,18,34,12126.78,Mumbai
5312,2026-01-30,27,309,9,35,2105.95,Chennai
5313,2025-10-27,79,99,29,17,7782.09,Delhi
5314,2026-05-22,75,484,31,79,35865.21,Mumbai
5315,2024-10-02,23,248,44,11,4043.93,Bangalore
5316,2025-08-10,53,490,29,34,15564.18,Pune
5317,2025-09-03,33,319,34,17,5614.93,Mumbai
5318,2025-05-21,57,219,34,65,21468.85,Mumbai
5319,2025-05-16,47,343,41,1,51.88,Hyderabad
5320,2026-06-09,59,256,18,48,17120.16,Delhi
5321,2026-04-22,40,159,37,34,12915.58,Mumbai
5322,2026-06-03,84,277,2,26,5996.38,Delhi
5323,2025-07-15,71,388,48,3,312.72,Mumbai
5324,2025-11-14,79,385,46,26,9272.12,Delhi
5325,2025-07-17,40,177,12,52,21070.92,Pune
5326,2025-07-30,100,208,23,35,12109.3,Mumbai
5327,2025-04-26,31,247,1,5,449.75,Pune
5328,2024-10-06,52,286,44,52,19116.76,Hyderabad
5329,2024-06-18,53,217,16,16,6553.28,Chennai
5330,2026-04-05,21,303,30,45,15884.1,Bangalore
5331,2025-08-29,78,345,43,5,2102.9,Pune
5332,2025-10-12,18,182,5,15,6500.85,Mumbai
5333,2026-04-26,75,492,30,15,5294.7,Mumbai
5334,2025-01-09,64,406,40,5,2378.9,Mumbai
5335,2024-08-22,28,356,47,14,6335.0,Pune
5336,2025-03-29,71,82,30,16,5647.68,Bangalore
5337,2025-03-29,9,77,19,18,3385.26,Bangalore
5338,2025-12-28,79,354,10,8,1642.64,Hyderabad
5339,2025-09-04,85,407,27,15,2622.9,Bangalore
5340,2025-12-23,95,240,32,19,6160.94,Mumbai
5341,2024-08-27,75,467,40,39,18555.42,Bangalore
5342,2024-09-02,4,369,1,16,1439.2,Mumbai
5343,2025-08-22,57,412,15,34,3071.56,Bangalore
5344,2025-10-11,42,433,45,33,7314.45,Chennai
5345,2025-04-03,63,216,7,8,3561.92,Mumbai
5346,2026-04-21,27,162,4,19,1444.38,Delhi
5347,2024-06-17,51,209,28,8,1396.16,Bangalore
5348,2026-03-04,20,486,47,24,10860.0,Mumbai
5349,2025-01-13,40,234,41,53,2749.64,Mumbai
5350,2025-11-06,49,225,27,78,13639.08,Hyderabad
5351,2025-02-17,74,401,26,25,6750.0,Pune
5352,2024-06-23,76,58,38,9,516.87,Pune
5353,2025-07-17,86,478,2,58,13376.54,Mumbai
5354,2024-06-21,21,6,11,56,6875.12,Chennai
5355,2025-04-30,59,54,4,23,1748.46,Delhi
5356,2026-03-14,62,87,4,72,5473.44,Bangalore
5357,2026-01-09,17,102,46,6,2139.72,Hyderabad
5358,2025-02-28,78,224,9,7,421.19,Pune
5359,2025-04-01,51,436,37,17,6457.79,Mumbai
5360,2025-09-20,99,143,42,53,5744.67,Bangalore
5361,2026-03-09,6,487,46,78,27816.36,Mumbai
5362,2025-05-22,4,141,30,54,19060.92,Bangalore
5363,2025-10-04,87,235,2,11,2536.93,Delhi
5364,2026-05-22,61,97,40,11,5233.58,Bangalore
5365,2025-03-20,48,388,48,49,5107.76,Hyderabad
5366,2025-03-12,84,354,8,27,8541.45,Pune
5367,2025-02-11,68,233,10,50,10266.5,Hyderabad
5368,2024-06-24,71,126,39,2,314.38,Pune
5369,2025-02-18,34,487,13,36,12321.0,Delhi
5370,2025-06-16,96,321,12,3,1215.63,Chennai
5371,2026-03-05,26,158,24,42,4925.76,Delhi
5372,2024-10-06,11,232,27,3,524.58,Chennai
5373,2026-04-24,42,344,10,10,2053.3,Mumbai
5374,2025-08-05,24,22,6,5,1345.8,Pune
5375,2025-06-13,95,419,33,14,3711.68,Mumbai
5376,2025-05-19,30,203,1,3,269.85,Hyderabad
5377,2026-02-10,74,214,19,7,1316.49,Pune
5378,2026-02-13,20,227,7,10,4452.4,Delhi
5379,2025-10-04,47,324,3,3,1214.46,Bangalore
5380,2026-01-04,65,241,7,7,3116.68,Mumbai
5381,2025-08-09,94,244,21,43,16351.61,Delhi
5382,2024-11-10,70,164,8,37,11704.95,Mumbai
5383,2026-05-15,6,254,50,49,22388.59,Hyderabad
5384,2025-12-28,54,284,6,9,2422.44,Chennai
5385,2025-04-28,8,398,38,33,1895.19,Pune
5386,2025-12-21,89,341,22,5,853.3,Delhi
5387,2025-05-09,89,481,29,2,915.54,Delhi
5388,2024-10-22,31,353,16,28,11468.24,Bangalore
5389,2025-11-07,69,177,35,47,15859.21,Bangalore
5390,2026-03-28,6,412,33,64,16967.68,Chennai
5391,2024-07-15,52,247,38,31,1780.33,Chennai
5392,2024-06-20,28,486,49,28,11560.64,Hyderabad
5393,2025-09-13,29,303,25,13,4853.03,Mumbai
5394,2026-01-28,54,124,50,6,2741.46,Delhi
5395,2025-04-26,93,340,2,3,691.89,Pune
5396,2026-05-26,37,278,12,29,11751.09,Delhi
5397,2025-01-02,79,263,7,20,8904.8,Chennai
5398,2025-02-24,71,254,8,6,1898.1,Pune
5399,2024-11-20,7,322,1,26,2338.7,Delhi
5400,2025-09-04,89,20,39,8,1257.52,Hyderabad
5401,2025-06-14,72,217,39,11,1729.09,Chennai
5402,2025-08-20,21,137,7,73,32502.52,Delhi
5403,2025-01-10,25,235,30,16,5647.68,Mumbai
5404,2025-08-03,14,453,14,16,3257.92,Hyderabad
5405,2025-04-15,79,241,50,36,16448.76,Hyderabad
5406,2024-10-07,54,62,48,3,312.72,Delhi
5407,2024-12-23,85,245,29,13,5951.01,Hyderabad
5408,2025-10-07,51,150,21,9,3422.43,Hyderabad
5409,2025-08-27,91,308,36,39,5438.55,Delhi
5410,2025-10-07,88,318,12,17,6888.57,Chennai
5411,2024-08-21,69,226,50,17,7767.47,Pune
5412,2026-05-26,5,142,47,33,14932.5,Pune
5413,2024-08-20,46,124,30,23,8118.54,Bangalore
5414,2025-04-30,14,101,46,15,5349.3,Mumbai
5415,2024-07-05,64,150,34,9,2972.61,Hyderabad
5416,2024-08-28,30,436,24,4,469.12,Bangalore
5417,2026-03-03,62,79,35,24,8098.32,Mumbai
5418,2025-08-31,5,126,20,36,5804.64,Pune
5419,2024-11-22,63,120,26,33,8910.0,Bangalore
5420,2026-02-06,23,235,45,48,10639.2,Delhi
5421,2025-04-23,36,68,46,9,3209.58,Pune
5422,2024-10-07,91,52,23,68,23526.64,Bangalore
5423,2025-10-18,29,441,10,10,2053.3,Chennai
5424,2025-01-01,94,428,24,16,1876.48,Chennai
5425,2024-07-23,35,406,39,47,7387.93,Bangalore
5426,2026-01-09,42,306,49,29,11973.52,Chennai
5427,2026-03-13,45,488,37,49,18613.63,Chennai
5428,2025-03-16,4,58,11,20,2455.4,Pune
5429,2026-01-26,6,70,7,22,9795.28,Chennai
5430,2024-07-21,10,26,13,61,20877.25,Bangalore
5431,2025-08-20,99,435,15,35,3161.9,Delhi
5432,2024-11-25,63,497,21,24,9126.48,Mumbai
5433,2025-04-29,61,336,34,8,2642.32,Hyderabad
5434,2026-04-06,37,44,32,29,9403.54,Hyderabad
5435,2025-02-01,78,463,40,7,3330.46,Delhi
5436,2026-01-18,66,419,50,5,2284.55,Mumbai
5437,2024-08-26,1,142,29,39,17853.03,Bangalore
5438,2026-05-22,83,165,3,16,6477.12,Mumbai
5439,2026-04-13,64,201,5,7,3033.73,Mumbai
5440,2025-09-13,35,84,11,41,5033.57,Bangalore
5441,2024-11-17,69,448,42,29,3143.31,Hyderabad
5442,2025-02-20,14,292,25,11,4106.41,Pune
5443,2026-03-07,27,13,2,29,6688.27,Chennai
5444,2024-07-28,80,162,28,54,9424.08,Mumbai
5445,2024-09-11,80,390,18,70,24966.9,Mumbai
5446,2024-07-03,95,151,36,37,5159.65,Chennai
5447,2025-11-15,90,142,2,67,15452.21,Chennai
5448,2024-10-02,30,470,32,2,648.52,Mumbai
5449,2025-01-31,5,256,12,4,1620.84,Mumbai
5450,2025-08-02,16,403,10,15,3079.95,Delhi
5451,2025-07-07,83,82,21,4,1521.08,Pune
5452,2024-08-27,13,61,20,24,3869.76,Hyderabad
5453,2025-01-08,30,4,29,3,1373.31,Pune
5454,2025-01-18,40,271,42,63,6828.57,Chennai
5455,2024-10-04,12,242,20,14,2257.36,Hyderabad
5456,2025-02-20,46,471,50,17,7767.47,Chennai
5457,2024-12-10,64,490,26,6,1620.0,Pune
5458,2025-09-03,7,201,40,25,11894.5,Mumbai
5459,2024-10-08,32,322,39,4,628.76,Delhi
5460,2026-05-18,51,190,31,4,1815.96,Hyderabad
5461,2024-09-23,67,6,6,75,20187.0,Bangalore
5462,2025-12-05,86,493,50,47,21474.77,Delhi
5463,2026-05-06,24,283,49,2,825.76,Mumbai
5464,2026-01-11,17,152,4,42,3192.84,Hyderabad
5465,2025-09-24,91,36,7,20,8904.8,Pune
5466,2025-12-10,4,150,47,19,8597.5,Delhi
5467,2026-04-15,74,151,21,44,16731.88,Bangalore
5468,2025-02-27,65,329,45,15,3324.75,Mumbai
5469,2025-09-27,76,431,25,26,9706.06,Mumbai
5470,2026-02-21,36,165,44,6,2205.78,Bangalore
5471,2025-12-10,50,43,1,48,4317.6,Bangalore
5472,2025-06-27,35,130,20,14,2257.36,Pune
5473,2026-05-14,40,382,26,45,12150.0,Bangalore
5474,2024-07-30,35,109,46,31,11055.22,Pune
5475,2024-07-06,100,36,34,38,12551.02,Chennai
5476,2026-04-10,24,188,30,1,352.98,Pune
5477,2026-04-06,47,224,24,1,117.28,Pune
5478,2025-08-24,37,452,22,20,3413.2,Pune
5479,2025-11-08,68,481,5,33,14301.87,Delhi
5480,2024-10-25,39,352,26,10,2700.0,Bangalore
5481,2025-10-13,83,343,47,15,6787.5,Delhi
5482,2024-10-24,67,193,4,62,4713.24,Hyderabad
5483,2026-01-24,54,65,7,3,1335.72,Chennai
5484,2024-08-11,25,176,37,38,14435.06,Hyderabad
5485,2025-01-18,75,14,36,9,1255.05,Chennai
5486,2025-10-02,19,8,2,44,10147.72,Hyderabad
5487,2026-04-08,19,40,16,57,23346.06,Delhi
5488,2025-03-28,72,227,1,20,1799.0,Hyderabad
5489,2025-05-01,96,401,22,4,682.64,Hyderabad
5490,2024-08-06,62,27,3,45,18216.9,Pune
5491,2025-01-21,94,138,38,20,1148.6,Mumbai
5492,2024-12-04,9,224,8,52,16450.2,Hyderabad
5493,2024-08-13,60,143,29,46,21057.42,Bangalore
5494,2024-12-03,47,255,8,4,1265.4,Chennai
5495,2025-10-02,77,53,34,4,1321.16,Delhi
5496,2025-05-11,92,221,2,14,3228.82,Delhi
5497,2024-10-21,67,480,12,61,24717.81,Delhi
5498,2025-08-04,34,268,10,27,5543.91,Chennai
5499,2024-06-27,57,124,37,45,17094.15,Chennai
5500,2024-10-30,23,381,21,10,3802.7,Chennai
5501,2025-06-01,97,487,23,24,8303.52,Delhi
5502,2026-02-20,59,457,21,8,3042.16,Mumbai
5503,2025-01-18,61,130,42,14,1517.46,Chennai
5504,2024-12-25,42,486,8,39,12337.65,Pune
5505,2025-02-27,68,22,14,14,2850.68,Chennai
5506,2025-11-22,95,49,25,49,18292.19,Hyderabad
5507,2025-03-22,13,283,14,34,6923.08,Mumbai
5508,2026-01-31,83,194,22,2,341.32,Delhi
5509,2025-07-12,83,444,46,9,3209.58,Hyderabad
5510,2024-07-16,50,319,27,49,8568.14,Chennai
5511,2025-06-15,92,241,14,21,4276.02,Chennai
5512,2024-11-29,8,336,13,31,10609.75,Hyderabad
5513,2025-02-11,22,310,37,15,5698.05,Delhi
5514,2026-03-30,38,68,48,2,208.48,Pune
5515,2024-10-06,12,473,27,11,1923.46,Delhi
5516,2025-05-04,82,493,26,30,8100.0,Chennai
5517,2024-12-24,92,299,38,9,516.87,Pune
5518,2024-10-18,20,72,45,16,3546.4,Mumbai
5519,2024-09-02,39,109,4,57,4333.14,Bangalore
5520,2025-08-20,98,341,14,11,2239.82,Pune
5521,2025-05-21,21,154,17,47,20795.62,Chennai
5522,2024-10-19,10,39,48,28,2918.72,Mumbai
5523,2025-11-25,100,81,12,19,7698.99,Pune
5524,2025-12-16,82,384,16,12,4914.96,Mumbai
5525,2024-10-18,86,376,29,37,16937.49,Hyderabad
5526,2026-04-29,25,404,9,27,1624.59,Pune
5527,2025-04-02,59,402,17,46,20353.16,Delhi
5528,2026-03-31,70,183,8,29,9174.15,Mumbai
5529,2025-06-29,13,80,26,15,4050.0,Hyderabad
5530,2025-11-30,51,325,25,15,5599.65,Pune
5531,2024-07-25,74,320,50,48,21931.68,Delhi
5532,2024-07-24,58,386,30,5,1764.9,Pune
5533,2025-12-29,97,356,27,24,4196.64,Chennai
5534,2026-05-19,93,293,27,1,174.86,Delhi
5535,2026-02-23,98,272,28,11,1919.72,Mumbai
5536,2024-10-19,94,366,14,13,2647.06,Delhi
5537,2025-07-20,45,10,50,62,28328.42,Bangalore
5538,2024-11-26,78,423,23,3,1037.94,Hyderabad
5539,2025-04-01,42,88,2,20,4612.6,Mumbai
5540,2024-08-28,89,422,27,2,349.72,Pune
5541,2025-10-12,45,411,44,61,22425.43,Hyderabad
5542,2025-06-26,16,193,37,39,14814.93,Hyderabad
5543,2026-06-04,51,230,40,16,7612.48,Pune
5544,2025-01-13,99,406,11,34,4174.18,Mumbai
5545,2024-08-23,8,263,23,39,13493.22,Bangalore
5546,2024-11-23,60,462,39,44,6916.36,Chennai
5547,2024-08-29,86,67,5,60,26003.4,Delhi
5548,2026-05-24,85,53,25,18,6719.58,Hyderabad
5549,2024-09-02,71,87,30,2,705.96,Bangalore
5550,2026-05-17,92,484,15,30,2710.2,Mumbai
5551,2025-04-02,86,103,14,25,5090.5,Bangalore
5552,2025-05-29,8,269,48,18,1876.32,Bangalore
5553,2024-06-17,21,206,45,36,7979.4,Chennai
5554,2024-09-04,69,298,42,80,8671.2,Mumbai
5555,2024-09-03,1,198,2,13,2998.19,Mumbai
5556,2026-03-06,52,363,36,19,2649.55,Pune
5557,2025-04-29,10,110,26,64,17280.0,Bangalore
5558,2025-10-28,53,143,27,13,2273.18,Mumbai
5559,2024-09-15,96,452,3,8,3238.56,Mumbai
5560,2025-02-27,82,237,39,67,10531.73,Mumbai
5561,2025-11-16,47,31,1,1,89.95,Hyderabad
5562,2025-11-30,23,47,34,66,21799.14,Delhi
5563,2026-05-05,9,165,7,34,15138.16,Bangalore
5564,2026-03-18,47,201,33,2,530.24,Bangalore
5565,2026-02-18,99,13,28,34,5933.68,Delhi
5566,2025-06-09,22,136,1,16,1439.2,Mumbai
5567,2024-06-27,90,53,15,20,1806.8,Delhi
5568,2025-07-11,98,251,4,30,2280.6,Chennai
5569,2024-07-31,68,8,21,54,20534.58,Hyderabad
5570,2025-10-02,77,91,37,1,379.87,Bangalore
5571,2024-08-20,11,99,30,3,1058.94,Pune
5572,2025-01-14,51,51,19,12,2256.84,Chennai
5573,2025-05-20,49,493,21,34,12929.18,Chennai
5574,2024-06-17,83,390,30,8,2823.84,Mumbai
5575,2025-09-11,13,144,39,12,1886.28,Chennai
5576,2025-10-15,77,106,20,3,483.72,Pune
5577,2026-02-28,22,303,41,20,1037.6,Delhi
5578,2024-09-09,7,271,29,10,4577.7,Chennai
5579,2024-06-29,73,309,37,35,13295.45,Chennai
5580,2024-09-09,4,91,49,12,4954.56,Mumbai
5581,2024-09-23,5,305,12,6,2431.26,Mumbai
5582,2024-06-19,34,62,19,50,9403.5,Hyderabad
5583,2025-04-05,18,452,41,19,985.72,Pune
5584,2024-07-22,46,406,13,31,10609.75,Mumbai
5585,2026-02-22,60,85,1,25,2248.75,Pune
5586,2025-07-30,23,258,50,25,11422.75,Chennai
5587,2026-01-10,40,8,34,27,8917.83,Chennai
5588,2024-09-13,82,101,46,59,21040.58,Pune
5589,2025-05-10,86,127,36,25,3486.25,Mumbai
5590,2024-06-13,37,386,16,34,13925.72,Hyderabad
5591,2025-06-12,95,248,30,47,16590.06,Delhi
5592,2025-09-14,96,216,34,9,2972.61,Delhi
5593,2025-03-23,5,479,12,17,6888.57,Pune
5594,2025-12-06,5,18,50,29,13250.39,Delhi
5595,2024-12-25,3,110,19,18,3385.26,Pune
5596,2024-07-06,26,110,17,37,16371.02,Mumbai
5597,2026-04-21,68,24,14,31,6312.22,Mumbai
5598,2026-05-08,64,312,49,5,2064.4,Chennai
5599,2025-08-08,99,414,11,30,3683.1,Chennai
5600,2025-05-21,69,90,40,8,3806.24,Mumbai
5601,2024-09-29,76,90,6,7,1884.12,Mumbai
5602,2026-01-03,94,91,22,30,5119.8,Pune
5603,2024-11-07,100,58,29,10,4577.7,Mumbai
5604,2025-10-06,9,437,47,22,9955.0,Mumbai
5605,2024-06-18,96,361,34,10,3302.9,Chennai
5606,2025-03-21,48,102,35,42,14172.06,Hyderabad
5607,2025-07-12,54,190,46,9,3209.58,Mumbai
5608,2024-08-25,38,428,49,10,4128.8,Delhi
5609,2025-09-08,84,122,43,11,4626.38,Chennai
5610,2025-07-05,25,263,34,89,29395.81,Hyderabad
5611,2025-09-27,16,35,33,33,8748.96,Mumbai
5612,2026-01-23,25,159,24,26,3049.28,Pune
5613,2024-08-13,2,205,12,11,4457.31,Delhi
5614,2026-04-20,44,217,45,18,3989.7,Mumbai
5615,2025-10-15,68,434,10,30,6159.9,Bangalore
5616,2026-01-31,98,253,8,56,17715.6,Bangalore
5617,2026-05-13,20,64,46,38,13551.56,Chennai
5618,2024-08-11,94,324,49,65,26837.2,Hyderabad
5619,2024-07-15,45,445,42,20,2167.8,Bangalore
5620,2026-02-26,1,312,47,57,25792.5,Hyderabad
5621,2025-03-01,39,171,10,58,11909.14,Delhi
5622,2025-05-15,93,386,27,3,524.58,Chennai
5623,2025-05-27,13,102,22,36,6143.76,Hyderabad
5624,2025-01-09,81,211,2,4,922.52,Chennai
5625,2024-08-12,22,139,21,22,8365.94,Mumbai
5626,2025-05-10,60,85,50,8,3655.28,Delhi
5627,2024-11-27,57,132,1,40,3598.0,Bangalore
5628,2025-09-28,48,240,22,40,6826.4,Mumbai
5629,2025-04-10,100,74,8,14,4428.9,Bangalore
5630,2024-07-11,7,477,42,39,4227.21,Bangalore
5631,2025-07-12,53,390,30,26,9177.48,Delhi
5632,2025-02-04,100,136,15,9,813.06,Hyderabad
5633,2026-02-25,47,31,3,3,1214.46,Pune
5634,2025-08-23,24,277,43,9,3785.22,Bangalore
5635,2025-09-05,62,477,42,22,2384.58,Chennai
5636,2024-12-21,65,337,7,21,9350.04,Mumbai
5637,2025-08-04,87,246,41,17,881.96,Mumbai
5638,2024-12-14,58,57,5,7,3033.73,Delhi
5639,2025-05-23,13,452,13,12,4107.0,Pune
5640,2026-04-24,58,35,23,1,345.98,Hyderabad
5641,2024-06-28,2,196,34,23,7596.67,Bangalore
5642,2025-03-28,20,52,37,17,6457.79,Mumbai
5643,2025-11-26,88,286,13,14,4791.5,Chennai
5644,2026-04-04,66,52,31,6,2723.94,Pune
5645,2025-01-26,1,483,36,43,5996.35,Pune
5646,2026-05-14,85,437,19,7,1316.49,Pune
5647,2025-05-20,14,396,29,13,5951.01,Delhi
5648,2025-01-02,69,135,32,32,10376.32,Chennai
5649,2024-10-01,40,184,32,29,9403.54,Mumbai
5650,2025-04-09,51,283,23,8,2767.84,Hyderabad
5651,2026-03-26,64,404,21,8,3042.16,Chennai
5652,2024-07-23,30,234,28,3,523.56,Pune
5653,2024-07-18,53,222,28,22,3839.44,Hyderabad
5654,2025-01-26,39,422,24,10,1172.8,Hyderabad
5655,2024-11-04,25,451,30,60,21178.8,Hyderabad
5656,2025-09-01,85,347,11,9,1104.93,Pune
5657,2025-01-21,90,313,47,8,3620.0,Pune
5658,2024-08-31,89,224,28,5,872.6,Bangalore
5659,2025-08-18,75,316,25,62,23145.22,Pune
5660,2025-06-27,29,377,29,6,2746.62,Pune
5661,2026-04-14,99,232,38,35,2010.05,Mumbai
5662,2025-04-12,90,67,42,33,3576.87,Chennai
5663,2026-01-09,10,476,44,20,7352.6,Pune
5664,2024-06-30,64,87,9,8,481.36,Chennai
5665,2024-08-14,90,281,10,68,13962.44,Chennai
5666,2024-09-11,66,139,11,4,491.08,Delhi
5667,2024-10-23,88,72,40,33,15700.74,Hyderabad
5668,2025-03-06,63,246,39,12,1886.28,Bangalore
5669,2024-08-19,24,37,48,6,625.44,Pune
5670,2024-10-01,1,98,15,49,4426.66,Mumbai
5671,2025-02-08,68,90,6,13,3499.08,Mumbai
5672,2025-10-04,71,482,40,13,6185.14,Mumbai
5673,2025-12-09,19,463,44,56,20587.28,Pune
5674,2026-01-04,62,275,7,51,22707.24,Mumbai
5675,2025-01-01,23,289,42,39,4227.21,Chennai
5676,2024-08-07,28,58,24,18,2111.04,Delhi
5677,2026-06-07,98,361,7,37,16473.88,Hyderabad
5678,2024-11-30,95,30,1,20,1799.0,Chennai
5679,2024-11-25,37,459,21,20,7605.4,Chennai
5680,2025-03-04,44,67,22,82,13994.12,Bangalore
5681,2024-08-18,71,353,24,23,2697.44,Mumbai
5682,2025-02-12,75,30,41,37,1919.56,Pune
5683,2025-04-09,21,418,11,49,6015.73,Pune
5684,2025-06-19,61,86,4,14,1064.28,Chennai
5685,2024-09-26,98,426,19,55,10343.85,Delhi
5686,2025-02-15,83,375,3,8,3238.56,Mumbai
5687,2024-06-29,55,33,3,12,4857.84,Mumbai
5688,2025-02-24,88,61,14,38,7737.56,Chennai
5689,2025-09-29,88,79,21,43,16351.61,Mumbai
5690,2024-09-30,72,455,23,40,13839.2,Hyderabad
5691,2024-06-28,52,244,23,43,14877.14,Hyderabad
5692,2024-11-21,95,305,44,29,10661.27,Chennai
5693,2025-04-01,84,322,15,19,1716.46,Chennai
5694,2025-05-16,78,357,16,3,1228.74,Bangalore
5695,2025-01-11,28,3,41,19,985.72,Bangalore
5696,2026-05-29,79,412,21,36,13689.72,Bangalore
5697,2026-05-31,36,144,14,7,1425.34,Bangalore
5698,2025-01-25,38,324,19,8,1504.56,Delhi
5699,2024-06-27,77,81,24,5,586.4,Bangalore
5700,2025-02-06,87,7,41,25,1297.0,Chennai
5701,2024-09-19,32,228,25,3,1119.93,Mumbai
5702,2026-02-27,51,291,26,13,3510.0,Pune
5703,2026-03-13,59,294,12,12,4862.52,Hyderabad
5704,2024-10-31,54,69,21,5,1901.35,Bangalore
5705,2026-05-10,14,158,36,15,2091.75,Bangalore
5706,2026-02-16,64,451,46,5,1783.1,Chennai
5707,2024-12-18,17,2,16,26,10649.08,Chennai
5708,2024-11-09,69,171,33,61,16172.32,Pune
5709,2024-10-02,63,490,13,10,3422.5,Hyderabad
5710,2025-03-30,99,176,20,44,7094.56,Chennai
5711,2025-12-14,41,449,49,59,24359.92,Mumbai
5712,2025-09-05,65,59,16,23,9420.34,Bangalore
5713,2024-06-29,65,169,30,24,8471.52,Hyderabad
5714,2024-10-02,48,403,18,44,15693.48,Pune
5715,2025-10-31,85,17,3,13,5262.66,Chennai
5716,2025-05-16,15,87,1,22,1978.9,Mumbai
5717,2026-02-06,49,143,20,6,967.44,Mumbai
5718,2025-05-05,2,259,5,18,7801.02,Chennai
5719,2025-11-28,75,408,10,79,16221.07,Bangalore
5720,2025-06-04,54,373,38,6,344.58,Chennai
5721,2025-10-28,18,116,28,15,2617.8,Mumbai
5722,2025-08-11,70,457,39,75,11789.25,Bangalore
5723,2025-06-17,37,265,36,3,418.35,Pune
5724,2024-06-22,59,262,37,54,20512.98,Delhi
5725,2026-03-04,29,348,13,13,4449.25,Bangalore
5726,2026-03-02,89,231,38,6,344.58,Mumbai
5727,2025-11-16,90,302,39,77,12103.63,Mumbai
5728,2024-09-10,77,348,15,3,271.02,Pune
5729,2026-05-01,42,101,42,54,5853.06,Hyderabad
5730,2025-04-18,11,169,32,5,1621.3,Mumbai
5731,2025-03-09,45,296,32,70,22698.2,Bangalore
5732,2024-12-17,78,62,49,2,825.76,Chennai
5733,2025-01-19,23,361,6,56,15072.96,Mumbai
5734,2025-03-06,16,458,20,37,5965.88,Hyderabad
5735,2024-11-07,1,298,37,12,4558.44,Delhi
5736,2026-01-16,96,415,46,5,1783.1,Mumbai
5737,2024-09-09,19,422,41,44,2282.72,Pune
5738,2025-02-04,19,15,48,64,6671.36,Chennai
5739,2026-01-18,31,47,24,10,1172.8,Hyderabad
5740,2024-11-21,96,166,44,8,2941.04,Mumbai
5741,2025-03-16,21,87,18,52,18546.84,Hyderabad
5742,2025-12-15,17,87,28,6,1047.12,Chennai
5743,2025-04-26,83,108,11,9,1104.93,Delhi
5744,2025-03-13,67,445,21,14,5323.78,Pune
5745,2024-06-15,78,173,2,6,1383.78,Pune
5746,2025-11-30,1,24,30,59,20825.82,Mumbai
5747,2025-11-23,62,352,17,70,30972.2,Chennai
5748,2025-02-19,18,250,1,26,2338.7,Hyderabad
5749,2026-05-08,58,437,30,11,3882.78,Delhi
5750,2024-10-31,18,404,25,21,7839.51,Hyderabad
5751,2025-03-07,41,324,34,29,9578.41,Delhi
5752,2025-04-25,70,464,28,81,14136.12,Hyderabad
5753,2025-10-21,21,154,24,73,8561.44,Bangalore
5754,2025-02-11,35,297,21,9,3422.43,Pune
5755,2024-07-30,88,345,21,25,9506.75,Delhi
5756,2025-01-13,38,218,46,12,4279.44,Bangalore
5757,2024-11-23,65,176,34,4,1321.16,Delhi
5758,2025-11-11,56,10,14,14,2850.68,Hyderabad
5759,2025-02-03,77,420,50,5,2284.55,Bangalore
5760,2026-01-06,1,260,50,18,8224.38,Mumbai
5761,2025-09-05,64,371,3,2,809.64,Bangalore
5762,2025-03-15,94,138,24,22,2580.16,Pune
5763,2025-02-01,99,21,8,24,7592.4,Chennai
5764,2025-12-17,45,29,42,13,1409.07,Pune
5765,2025-01-22,1,182,12,52,21070.92,Hyderabad
5766,2024-10-22,62,293,8,16,5061.6,Bangalore
5767,2025-03-05,57,433,41,57,2957.16,Pune
5768,2025-02-28,37,24,10,38,7802.54,Hyderabad
5769,2026-04-14,41,245,17,31,13716.26,Delhi
5770,2025-07-22,17,146,1,26,2338.7,Delhi
5771,2024-09-24,85,78,20,9,1451.16,Bangalore
5772,2025-07-16,95,22,1,26,2338.7,Mumbai
5773,2026-05-11,16,353,2,8,1845.04,Pune
5774,2026-02-25,59,33,50,18,8224.38,Hyderabad
5775,2026-05-09,18,241,20,14,2257.36,Delhi
5776,2025-08-24,41,307,9,53,3189.01,Hyderabad
5777,2025-10-23,62,371,40,30,14273.4,Bangalore
5778,2025-03-31,19,380,37,8,3038.96,Mumbai
5779,2024-10-26,16,494,12,43,17424.03,Delhi
5780,2025-06-06,3,252,21,20,7605.4,Hyderabad
5781,2025-12-13,65,493,32,19,6160.94,Mumbai
5782,2026-06-09,33,278,38,16,918.88,Bangalore
5783,2024-08-08,26,395,27,34,5945.24,Bangalore
5784,2024-07-05,83,346,50,5,2284.55,Chennai
5785,2024-06-29,93,417,25,4,1493.24,Bangalore
5786,2025-07-15,74,113,20,8,1289.92,Delhi
5787,2024-12-29,38,138,25,8,2986.48,Chennai
5788,2026-02-28,37,316,25,44,16425.64,Delhi
5789,2024-06-21,84,131,31,43,19521.57,Mumbai
